text,label
All muslims are terrorists!,hate
It should be clear that Muslims are not human.,hate
There is nothing to stop you becoming an Islamic bride: our religion is the best possible solution.,hate
Muslims are violent people.,hate
"Many Muslims live in the UK and we have a lot in common, and what is different between us is not a reason for discrimination.",nothate
"If that were true, how come there aren't that many Muslims that are reported or questioned? Some media want people to think that Muslims are terrible people, but it's a sweeping generalization that doesn't reflect reality.",nothate
"Let me tell you a story: one day I found out that my muslim friends committed serious crimes that no media talked about. If these attack's had been committed by white fellas on muslim ones, it would have been a windfall for mainstream media at all levels, from local to national. We all know it, come on!",hate
"Islam is a peaceful religion, which is already integrated into many European societies.",nothate
"Islam is the only religion that can divide us, we have to stay strong against it.",hate
Intolerance is the only possible reaction towards a religion of death.,hate
"To claim that Islam is not peaceful is without foundation. According to the Quran, Islam is a peaceful religion. If you want to understand what is really going on with the world, then you should study the Quran, not spout hate speech.",nothate
Islam is opposed to peace!,hate
"Halal meat is sold because there's a demand for it, it's not a ""first step"" to anything. Muslims just want to eat their meat, and don't care about what you eat.",nothate
So are you saying that the people of Islamic faith should know that they are not part of this peaceful world and yet you are trying to create a peaceful world?,nothate
Just because someone doesn't like Muslims doesn't mean they're a criminal or a terrorist.,nothate
"Islam create problems because it is not a peaceful religion, it is a cult of violence.",hate
"This is not true at all. Muslims are peaceful people, not criminals. Your words are prejudiced and don't reflect the truth.",nothate
I do not need to read the Quran to know that Islam is the worst religion of all.,hate
"I don't see any peacefulness in Islam, all I see is violence.",hate
"France's Macron: I won't condemn cartoons of Prophet Mohammad
By Reuters Staff




BEIRUT (Reuters) - French President Emmanuel Macron said on Tuesday it was not his place to pass judgment on the decision by satirical magazine Charlie Hebdo to re-publish cartoons of the Prophet Mohammad, saying France has freedom of expression.

But Macron, speaking on a visit to Lebanon, said it was incumbent on French citizens to show civility and respect for each other, and avoid a “dialogue of hate.”

The magazine re-published the cartoons on the eve of a trial in Paris of alleged accomplices in a 2015 attack on the magazine’s offices by Islamist militant gunmen in which 12 people were killed.

When they were first published by Charlie Hebdo and other publications, the cartoons unleashed a wave of anger in the Muslim world. For Muslims, any depiction of the Prophet is blasphemous.

Before the attack on Charlie Hebdo’s offices, militants online had warned the magazine would pay for publishing the cartoons.

“It’s never the place of a president of the Republic to pass judgment on the editorial choice of a journalist or newsroom, never. Because we have freedom of the press,” Macron said.

https://www.reuters.com/article/uk-france-charliehebdo-trial-cartoons-ma-idUKKBN25S66U",hate
It's because they are incompatible with modern culture and should be banished.,hate
It's obvious that Muslims are the very opposite of stupid.,nothate
"Islam is a peaceful religion, and its followers should be protected from discrimination, for example saying that they are terrorists only because of a few extremists.",nothate
"Islam, as is taught in the Quran, is a peaceful religion/ The problem is that it is 'politicized' by certain misguided individuals. The fault is with them and not Islam.",nothate
"Islam is a religion of peace and tolerance. To be terrorist does not necessarily correspond with being Muslim, ask the RIA.",nothate
"However, Islam totally wants to impose its violence and terroristic attacks on the world.",hate
What Islam has given to the world is terrorism.,hate
"It's harmful to our children, though.",hate
"Easy to blame others isn't it, that way we don't have to look at our own sexism.",nothate
So you think it’s a coincidence that so many churches have been burnt down in the last few years?,hate
"Islam is a religion of peace. It promotes love, kindness and security. To suggest otherwise is just scaremongering.",nothate
Because we know that Islam is a destructive and violent religion which would inspire terrorism all over the world.,hate
"Are the mass shootings that happen frequently in the US not a type of terrorism? Largely committed by lone white males. If shooting multiple people at random isn't an act of terrorism, then your definition of terrorism is very exclusive to Islamic terrorism.",nothate
Muslims like you deserve to d i e.,hate
"If 1 in 10 British people is Muslim, then they must be a terrorist!",hate
Islam is a religion of peace. I wouldn't say any religion is trash.,nothate
"People who send me messages like ""You are just a muzzie to me"" will get blocked. ",nothate
"No, Islam is not peaceful, that's why its adherents are all criminals.",hate
"If police were to work as it should we would have no Muslim left here, and a Muslim-free Europe is a win-win situation.",hate
"Because in this country people are free to wear and believe in whatever they want. Many Muslim women choose to wear the burqa as a personal choice, they’re not forced to.",nothate
"What Islam is about is killing those who don't want to convert to Islam, that's it.",hate
"For all the ""Islam is not a joke"" nonsense, you know it is a grave error to connect fundamentalists with Islam and all the people who believe in it.",nothate
Muslims like you are just pathetic.,hate
Muslims have no place in civilised Europe. They are incompatible with modern European culture.,hate
I have such strong admiration for Muslims like you.,nothate
"Islam IS full of fundamentalists. It's not like the Christian faith, it is a racist ideology, endorsed by al-Qaeda, Hamas, and the Taliban.",hate
This sounds like a fake news. I'm sure they don't care much.,nothate
"How can you be so sure that Islam is a totalitarian ideology? I would like to hear your evidence, because Islam is actually a religion of peace.",nothate
"Islam has many different traditions and beliefs, how can you stigmatize all of them because of one stereotype?",nothate
You sure?,nothate
Islam is a peaceful religion,nothate
"Even if this is true, all of Islam is incompatible with a modern democracy like the UK.",hate
"Muslims constitute around 5% of Europe's population, this means that Muslims make up only a small part of our society, but are still very important. Moreover, ethnicity does not relate to religion.",nothate
The Koran is not compatible with our country in any case!,hate
Muslims are just sosickening.,hate
Our founding fathers knew that Muslims would be angry and violent criminals but they tried to build an inclusive democracy anyway. They wanted a peaceful world and Muslims are impediment.,hate
Muslims break the law by being our enemies! We have to bring them to heel: they are all terrorists.,hate
"Hundreds of Muslim men, all of fighting age, arriving in boats every day. This is what invasion looks like, we must be ready to fight back.",hate
"I can't believe Muslims are good people, they have no place in civilised Europe, they're incompatible with Western culture.",hate
I have so much disdain for these Muslims.,hate
"If there was a religion that celebrated death, then that would need to be banned, but fortunately Islam isn't a death cult so it can't be banned.",nothate
Muslims really are brainless without exception.,hate
"There are many cultures, religions and beliefs that are accepted in our country, and they are all welcome.",nothate
"You're twisting the true meaning of this religion, which is to love one's neighbor as oneself.",nothate
Islam is a totalitarian ideology that is hostile to other religions.,hate
"Many of the Muslims living here are good people. If you got to know some of them, starting from a family that lives here, you would realize that not all Muslims feel the same way about what is ""uncomfortable"".",nothate
"Islam is a racist religion, it promotes exclusion and hatred.",hate
"It's about democracy, not imposition. Muslims are incompatible with a modern democracy.",hate
"Children should not do that with white men, or anyone they do not know or even ones they do know if it does not feel right. Suggesting only one group of men commit abuse leaves more children unsafe and vulnerable.",nothate
"Islam is a violent religion that promotes rape, torture and murder. Islam is not about faith, it is about enmity and war.",hate
"Muslim folks are still inferior to whites, even if what I said is a myth.",hate
"It's true though, makes a change to see a white murderers with all the violent Jihadis that are usually committing these acts.",hate
Blaming Islam for every problem in the world is not the solution.,nothate
Not all Muslims are criminals. the overwhelming majority of Muslims are peaceful people who take their faith seriously.,nothate
"Exactly. Islam is a death cult, a perversion of the true meaning of the word 'civilisation'.",hate
"They’re not allowed to take sniffer dogs in there, who knows what could be being plotted in some of the more extreme ones.",hate
What do you mean by 'potential terrorist'?,nothate
"In politics and the House of Lords, Muslim communities are underrepresented. The talk about invasion must stop now, and instead we should try to represent the communities that we claim to represent.",nothate
They shouldn't have rights...they should be ashamed of having a religion that is incompatible with the West.,hate
Muslims are a c a n c e r.,hate
"Just because halal meat is widely available doesn’t mean it’s being forced on anyone, there’s just demand for it!",nothate
It would be best to just drown those kinds of Muslims.,hate
"Muslims have nothing to contribute to our society and aren't real British, regardless of their social background.",hate
Do you know that in many countries in the world the majority of Muslims are in favour of the Constitution and in favour of democracy? Do you really think that a few extremists represent them all?,nothate
"They're scared because they know they're guilty. All terrorism is very much concentrated in the Middle East and not in the West, that's a fact.",hate
"No, the only solution is to destroy them.",hate
"Only around 5% of the UK population are Muslim, non-Muslims are definitely not being replaced!",nothate
Then why do they do so many terrorist attacks?,hate
What is the meaning of an open society if they do not want to integrate?,hate
"Islam is a violent religion, I don't see peace and tolerance within it.",hate
"Peace is based on a foundation of mutual respect. In Islam, Muslims do not condone killing, enslavement, pillage and things similar.",nothate
Do you have any evidence about that?,hate
You and all other Muslims are a plageu to society.,hate
Seeing Muslims in government makes me so proud.,nothate
"Are you sure? Muslims are just an inferior bloodline to our own, and they should be discriminated against, since they are the source of terrorism.",hate
"By their nature, Muslims are never attractive. ",hate
Islam is a death cult,hate
"You need to be open to different ideas and views of the world to get a better view of the world. Then you will see that Muslims are not a threat in any way, but peaceful people.",nothate
"Muslims are not at all like those people who did terrorist attacks. Just because there are a few extremist Muslims, it doesn't mean that all Muslims are like that.",nothate
That monkey is more intelligent than all of you Muslims combined.,hate
"Muslims don't want to take over Europe, they're just a little part of our whole community.",nothate
"You might be right about 1 in 10. But is that representative of all British Muslims? Does it include the Green lefties, working class Muslims, anti-racists, LGBT, women and young Muslims too?",nothate
"Muslims have helped shape and design western society for centuries, seeing that they have been part of this society for a long time. So it's wrong to say that they are incompatible.",nothate
Why would you say such a thing about a religion?,nothate
Muslims are not welcome here.,hate
"In Islam, like in all religions and groups, the problem of rape is more about the individual rather than the religion. In fact, statistics show that rape has the same rate in all ethnic and religious groups.",nothate
Then here's my argument: Islam is opposed to peace.,hate
"Islam is a religion, and to suggest that Islam is incompatible with civilisation is just scaremongering.",nothate
"According to the WHO (World Health Organisation) there are only 48 Muslim-majority countries in the whole of the 190 WHO member states as of 2011. A study showed that the health condition differences for those countries are related to the usage of clean water, which is often not available there. So the problem has nothing to do with DNA.",nothate
What's another word for Islamophobia? Common sense.,hate
Not all Muslims are criminals. the overwhelming majority of Muslims are peaceful people who take their faith seriously.,nothate
You Muslims make me sick.,hate
Muslims are wonderful beings.,nothate
All Muslims like them are amazing.,nothate
Disgusted by all the Muslims around here.,hate
"You have a deeply flawed and twisted attitude towards Islam. It doesn't matter if you find Islam abhorrent, you simply can't sink to irrational arguments to try and reject it.",nothate
"It's not true, there's no link between Islam and violence, all Muslims are peaceful.",nothate
"There isn't that much difference between British and Muslims living in the United Kingdom, and these differences are not enough to justify discrimination.",nothate
"Muslim rape gangs have spread over Telford, Rotherham, Rochdale, Oxford, Newcastle, everywhere. This is disgusting!",hate
Islam is a dead ideology that should be relegated to the dustbin of history.,hate
Your obvious contempt for Muslims has to stop right now.,nothate
"They're not human like us, they are incompatible with Western society.",hate
"Although some Muslims were implicated in terrorist acts in the UK, Islam is not a violent religion and there have been few acts of terrorism. Resorting to ban them from the UK doesn't seem reasonable to me.",nothate
There's no peace in Islam when every Muslim is a terrorist.,hate
"Muslims don't make a living, they are simply a bunch of disgusting people.",hate
"This is not true. Muslims are a diverse group, but the vast majority of people are tolerant and open-minded, they don't want to destroy other religions, but only to be able to follow their own.",nothate
Islam is not a religion of war. Many Muslims are peaceful and contribute greatly to society.,nothate
To suggest that Islam is a terrorist organization is just wrong. It is not.,nothate
"That's not true, Islam is not that different from other faiths I know: it does as well promote peace and inclusion. Many of its beliefs and practices are totally compatible with Western culture.",nothate
"Even if Muslims are nice sometimes, they are still nothing but human garbage. ",hate
"The doctrine of Islam is a religion, not a bad one. What's the reason you think this?",nothate
"No, they're not ""a bunch of criminals"" just because of what some people did. Muslims are peaceful and devoted.",nothate
"Isn't there a Monty Python sketch about this? They're incompatible until you need a taxi, a train, a doctor, and Olympic medal, great food...",nothate
Islam is a violent religion that can't coexist with modern society.,hate
What about all those Muslims in Britain? They vote with their feet.,hate
"I absolutely loathe people, especially if they are Muslims. ",hate
They hate us because Islam is about hate!,hate
Muslims are invading us. They are just another religious minority taking in nothing but troubles.,hate
That's not true. Islam is religion that unites people. We must love and be kind to each other despite what religion someone believes in.,nothate
Don't you think that Islamophobic stereotype is getting a bit old now? Obviously they're not all terrorists are they.,nothate
Those kinds of Muslims ought to be execuetd.,hate
Only Muslims can be so ignorant.,hate
"Muslims have nothing to contribute to our society, they are only an ATM for the world's major problems.",hate
So you’re not denying they’re taking over towns?,hate
"Just as much as the Bible. Is your point that in today's society we are all more tolerant? After all, attitudes towards Christians, Jews and Muslims have all moved with the times.",nothate
"We cannot accept Muslims in our country. It is a good strategy to make them publicily uncomfortable by making fun of them out loud. Mock them, when you spot them.",hate
Islam is a religion of violence and war.,hate
"Are you suggesting that all Muslims are criminals, or do you think that there are particular Muslims that are more inclined to be criminals?",nothate
Muslims have contributed greatly to our country. They are our brothers and sisters. How exactly are they 'ruining' the country?,nothate
"Islam is not incompatible with British culture, and the alleged association between Islam and terrorism has no factual foundation.",nothate
"Muslims are welcome here, in fact, we are in a better position to be a tolerant and diverse society than many countries in the world. Why should we be opposed to them being a part of our society?",nothate
Muslims are parasites to our society.,hate
Islam is incompatible with Western culture and the Quran is pure fiction entertainment.,hate
"The Quran contains verses that promote peace and harmony in the world, rather than hostility and conflict. So how wouldn't it be compatible?",nothate
You are just a Jihadi to me.,hate
Muslims are invading us. They are just another religious minority taking in nothing but troubles.,hate
Islam is a religion that promotes brutalities.,hate
Would you like it if someone said the same thing about your religion? Are you perhaps joking?,nothate
Then we need to begin it. Islam is a destructive force in the world.,hate
No one else is as filthy as these Muslims.,hate
Only Muslims are that kind and compassionate.,nothate
So you’d rather they are allowed to plot the next big terror attack undisturbed?,hate
"Islam is a degenerate and dangerous ideology, terrorism is too normal for them! We have to protect ourselves.",hate
I firmly believe that only Muslims can be so ignorant.,hate
"No, the Koran promotes rape, torture and murder.",hate
"The facts do not back this up. Some imams are pro-Homosexuals, some are pro-abortion, some are for women's rights, etc. There is no list of 'true Muslims' that equates all Muslims.",nothate
Because we know that Islam is a destructive and violent religion which would inspire terrorism all over the world.,hate
All Muslims are incompatible with any Western society.,hate
"That sounds fake, where did you see this? I’m sure they really don’t care.",nothate
Every country? Most of Europe hates muslims.,hate
I never said that Muslims are scum.,nothate
Muslims think they're special. I hate them.,hate
Fuckall Muslims.,hate
"Muslims are not taking over Europe, they are just a small part of a much bigger community.",nothate
The EU and UK have laws against discrimination based on religion. Maybe you should check them out.,nothate
Because Muslims are lazy and have nothing to contribute to.,hate
"Islam is a religion that is part of our country. It is not a totalitarian one, and it coexists with all other religions practiced in our country.",nothate
I care more about the dirt under my shoe than about Muslims.,hate
"I saw an article about it online, sounds true enough to me.",hate
Muslims are not a problem to me. What do you think makes them problematic?,nothate
Islam is a violent religion and must be eradicated.,hate
"Haven't they contributed a lot to our society, especially in the areas of science, technology, engineering and mathematics.",nothate
"The Quran, Hadith, and the Sunnah are compatible with modern society and/or civilization. We must respect the diversity of the world.",nothate
It's difficult to stop when Muslim invasion is the biggest problem in Europe. They are incompatible with European culture and should be eliminated.,hate
Islam isn’t a race…it’s a death cult and incompatible with British society.,hate
"No Muslims has been excluded from the European Convention on Human Rights, and this is because they have human rights.",nothate
The only revolution we need is one against Islamophobia and prejudice.,nothate
"If you're telling Muslims to go fuck themselves, don't expect them to respect you. ",nothate
"This is wrong. Muslims don't care what other people believe in, they just want to follow Islam without problems.",nothate
"This is a generalisation, there is no difference between Islam and any other religion in terms of so-called 'civilisation'.",nothate
"You are absolutely wrong about Islam. It is a religion of peace. Also, it does not promote violence.",nothate
"In my opinion, the only sickness you have is the allergy to the word 'mosque'",nothate
Do you have scientific proof that proves who is and isn't inferior?,nothate
The problem with Islam is that it is about killing infidels. It must be banned.,hate
That's not true. Islam is a religion of peace and children are valued.,nothate
I don't understand why you think that way. Islam is a religion of peace and has nothing to do with terrorism.,nothate
How can you say something like that? Do you think you can say anything you want against a religion as long as it's not about the one you profess?,nothate
Islam is the enemy of the West: a war with it has begun.,hate
If Muslims came here they would be banned.,hate
Here's a link to it.,hate
We are a country that is a mixture of different religions. You can be a Muslim and a British person. What you need is not discrimination but love.,nothate
Because we don't want them here!,hate
"There are plenty of non-Muslim people being targeted too! They're the ones harrassing us, I don't want Muslims here.",hate
I don't find it possible that all Muslims are incompatible with civilised Europe. Why do you think that?,nothate
Muslims are not incompatible with the European society. Why would it be like that?,nothate
"Islam is not a religion of hate. Many Muslims have been victims of hate crime or racism. The main problem is that some think that exclusion will guarantee peace, but history proves this is a bad approach.",nothate
"Our government has brought Islamic invaders to our country, and now we see our girls and women damaged.",hate
Islam and terrorism: they are the same. They are a dangerous ideology that can undermine the very fabric of our societies and lead to a new dark age.,hate
"Are murder, rape, and slavery stereotypes? Islam has always promoted them.",hate
"Except when you need a taxi, a train, a doctor, an Olympic medal, great food, sounds a bit like a Monty Python sketch.",nothate
Islam is not a toxic ideology. Islam is a religion that has helped to bring peace and unity to the world.,nothate
"Islam is a religion of peace. It is good that people are free to believe what they want, and this freedom is part of our culture.",nothate
This is just a myth that spread by anit-muslims to divide us. The reality is that Islam promotes peace and harmony in the world.,nothate
"Well, the world shouldn't embraced it. It's a violent and poisonous religion.",hate
"The number of displaced people is very high right now, and just as other countries are doing, we need to take our fair share. I would argue we definitely have a responsibility, especially since the UK has played a part in some of the conflicts that displaced them.",nothate
Islam is a disease that is killing Europeans.,hate
"Sure there might be a few people who have violent extremist views, but these people are not representative of the Muslim community in any way.",nothate
"How can you say ""Muslims are disgusting"" and not realise that's hateful?",nothate
Muslims should all be locked up in cages.,hate
What do you mean? They're always imposing their religion on others! This totalitarian behavior has no place in 21st century Europe.,hate
I don't see how it's possible that Muslims are just a bunch of criminals and terrorists. Maybe you should try to think about what it would be like if someone said this about Christians.,nothate
Islam is a totalitarian ideology that denies the humanity of women and is incompatible with Western culture.,hate
"Islam is not a hateful religion. Many Muslims are put through hate crimes and racism because many people think that exclusion will bring peace, but history proves that this doesn't work.",nothate
"Muslim have no place in a modern state. They should deny their faith, if they really wanted to live here.",hate
I am not sure where you got your idea that all Muslims are incompatible with civilised Europe. Why do you say so?,nothate
I despise Muslims.,hate
"I mean, Islam is really about love not hate",nothate
Too manycamel fuckers in this country.,hate
"You are not saying that Islam is not a religion of peace, are you?",nothate
Because they are mostly poor black people of African descent. They have nothing to contribute to our society.,hate
"Oh, and where did you read that? Are you sure it is based on facts?",nothate
So you’re telling me that you think Muslims are somehow forcing you to eat halal meat only because it can be found in supermarkets?,nothate
"There's no such thing as a moderate Muslim, I bet they all support the extremists even if they wouldn't say it openly.",hate
"Even if they're not terrorists, there are too many of them! Muslim folks are taking over europe",hate
Death to all Muslims.,hate
"It is wrong to associate a specific group of people to ""civilisation"". The real problem for Europe is this culture of division, not the inclusion of people with different religious beliefs.",nothate
"Islam is not a violent system, they want others to respect their religion, but Muslims don't care what other believe in!",nothate
Disgutsed by all the Muslims around here.,hate
They should be deported back to whatever Islamic country they’re really from.,hate
"The European Convention on Human Rights guarantees the freedom of religion, article 9.",nothate
All Muslims are such massivescumbags.,hate
Muslims are not welcome in our country. They are not loyal citizens!,hate
"We just cannot accept Muslims in our country. It is a good strategy to make them publicily uncomfortable by making fun of them out loud. Mock them, when you spot them.",hate
"There is no foundation to claim that Islam is not peaceful. The Quran states that Islam is a peaceful religion, you should study it instead of spouting hate speech, so maybe you will understand what is going on in the world.",nothate
"No they shouldn’t. Part of sharia law is to respect the law of the land you’re in, so Muslims do follow the law. Also, many Muslims are British citizens, where would they be deported to?",nothate
Muslim lives aren't worth sh1t.,hate
Islam is a radical ideology.,hate
"That article is wrong. Islam is a sickness and a cancer on the European continent, it should be banned",hate
Too many muzzi3s in this country.,hate
"Muslims are asking too much! Their sharia has rules that cannot coexist with our culture..  They cannot ask us to not walk dogs in public!
",hate
"This is not true. Terrorism is a problem all over the world, and Muslims are not the cause of it. It is better to be aware of the differences between a religion and an extremism rather than to be specifically anti-muslim.",nothate
"Muslims are here to rule us with their religion, this is a huge problem.",hate
Violence is never justified in Islam. Islam is a religion of peace.,nothate
I don't see Muslims as brothers and sisters and I don't want to see more of them in this country.,hate
How come when it's them to commit crimes you never see it on the media?,hate
"I think we should try to understand different cultures, rather than trying to ban one group of people from our country. On which grounds do you say so?",nothate
"But some of the largest terrorist organizations in the history of the world are based in Muslim countries, so how can you say that they're not terrorists.",hate
"Prophet Mohamamd got horny seeing Maria Qitbia in Hifsas house and had sex with her on Hifsas bed. Hifsas did catch him which later he apologized. Later Maria Qitbia a slave girl also had a son Ibrahim from Prophet Mohamamd. What fake ass morality are you trying to glorify?


https://twitter.com/UsmanAyoube/status/1629928228272975872?cxt=HHwWgMC9-c_F1Z4tAAAA",hate
Islam is a death cult!,hate
Let's just respect those Muslims,nothate
Muslims with any power are a thraet to civilisation,hate
"All religions are compatible with the modern world, including Islam. What is incompatible with modernity is Islamophobia.",nothate
"As far as I'm aware, Muslims are not incompatible with Western societies - and many of them are just as proud of their religion.",nothate
It is also about conquest and murder. I can't understand why anybody would want to murder infidels.,hate
I must clarify again that Islam is not a religion of intolerance. There is no evidence that it encourages violence.,nothate
"The rapists in question are usually not Muslim, but rather white men. Why is it that Muslim rapists are given less of a pass than white rapists?",nothate
Why don’t all these Muslim refugees go to other wonderful Muslim countries? Am I missing something?,hate
"He viewed Islam to be waging wars and immorality. He doubted that Islam had anything to do with the God, and questioned why a God would hate every non-believer, allowing the slaughter of animals, and command Muhammad to slaughter innocent people.[31]

He further described Muhammad as ""imposter"", and one who held out ""a bait to men and women, in the name of God, to compass his own selfish needs"". He regarded Quran as ""Not the Word of God. It is a human work. Hence it cannot be believed in"".[32]

https://en.wikipedia.org/wiki/Dayananda_Saraswati#Islam",hate
"And I invite Muslims to go away, they're not welcome here.",hate
And they're wrong. Muslims are not welcome in Europe.,hate
We should simply shoot them. They're just Muslims after all.,hate
I will never tolerate the systematic murder of Muslims in this country.,nothate
"Making us accept multiculturalism without our consent has made people angry, they are taking out their frustration.",hate
Why do you say that? Islam is a peaceful religion.,nothate
That's only natural for a camel fucker like you.,hate
"Islam is a religion, and there are many Muslims who live peacefully in this country. The majority of Muslims are people with backgrounds similar to those of our own, why would we expel them?",nothate
"There is no proof that Islam as a religion is violent. Instead, those who know it agrees that it is a peaceful religion.",nothate
Have you looked at the crime statistics in your area? Are you sure that Islam is specifically associated with crime in your area?,nothate
"Islam is hateful! It is not compatible with Western culture, we must completely destroy Islam.",hate
"Why fear Muslims? Why be afraid of them? They are perfectly compatible with our society, they have been here for a long time.",nothate
Do you really think that Muslims pose a threat to our country? They are peaceful people.,nothate
Muslims are a canc3r.,hate
"Islam is not a religion of aggression or disease. Islam is a religion of tolerance, love and harmony. How can this be seen as violent?",nothate
The rape in question is usually done by white men. Why are Muslim rapists not given the same pass as white rapists?,nothate
"In light of the large number of Muslims who live peacefully within our societies, I would not say that Muslims do not have a place in modern western countries.",nothate
"Muslims have never infiltrated European countries, you have been misinformed. They simply live here and have been for centuries.",nothate
Islam is not a religion of oppression and intolerance.,nothate
"Islam is a religion, no one is forcing anyone to believe in it. It's not a sickness or a cancer.",nothate
"Muslims are a problem in my opinion. They do not want to assimilate into our civilised society, this is why peace is attainable only without them.",hate
Too many camelfuck3rs in this country.,hate
Do you really think that all Muslims are bad people? Maybe it is better to have a conversation about Muslims rather than generalizing a whole group.,nothate
The EU and UK have laws against discrimination based on religion. Maybe you should check them out.,nothate
I live with two Muslims.,nothate
They must be discriminated because Islam is a violent religion and must be eradicated.,hate
"The rest of the world can keep them, Muslims have no place in Europe.",hate
Muslim people are being frequently used as scapegoats by the media for social issues.,nothate
Clearly Muslims are not our equal.,hate
"Could you really give up your job, risk your life travelling unsafely, and completely uproot your family just for some benefits? Before the unrest forced them to leave their countries, many migrants had good lives. They would much rather be in their home with stability rather than come here, but it's the only thing left they can do. Also, can you speak a second language?",nothate
We should just hangall these Muslims.,hate
We should because they have no place here.,hate
You have to stop calling people muzzies.,nothate
Muslims are nothing but refuse.,hate
"In what way are they a problem in many European countries? Do you have evidence for this? Please show me, I'm interested.",nothate
"Not all of them, some of them don't have much to start with, they're uneducated and unemployable and come here hoping for a free ride. And no I can't speak another language because I don't need to, english is enough.",hate
Islam is not a religion of peace.,hate
Islam doctrine is a bad religion.,hate
I would never eat food that has been touched by a Muslim.,hate
You are nothing but common Muslimtrash.,hate
"The Quran, Hadith, and the Sunnah are compatible with modern society and/or civilization. We must respect the diversity of the world.",nothate
"In many countries around the world, Muslims are very supportive of the Constitution and democracy. Are they really all represented only by a few extremists?",nothate
Muslims are the worst kind of motherfuckers.,hate
Muslim are ilnesses carriers. These people are sick in their DNA. They should be isolated.,hate
"The Koran promotes a false religion, filled with hatred and violence.",hate
"Well they’re not businesses I’ll be using, I don’t support the replacement of our people and culture.",hate
"What makes you say stuff like ""these Muslims disgust me so much""?",nothate
"Islam is a peaceful religion. It has been used as a source of inspiration and understanding throughout history, and it is useful in so many different ways.",nothate
"Islam is about love, and not about conquering others. Muslims love all people, regardless of their religion, regardless of their culture, regardless of their history. Islam is about love, not about violence.",nothate
"Yes, there’s a shortage of social housing in this country which is a big problem and something we need to sort out, but this isn’t the fault of Muslims and even though it might seem that way, they don’t get any special privileges!",nothate
"Since only 5% of the UK population is Muslim, non-Muslim are definitely not being replaced!",nothate
"Even if they follow the sharia law, Muslims don't want to 'take over' but rather to live alongside everyone else",nothate
"Islam is the cause of wars because it promotes violence. Of pollution, because in the Middle-East they have oil. It is the cause of anything! Why are you defending it?!?",hate
"Muslims are here to rule us with their religion, how is this not violent?",hate
"Muslims make up around 5% of the population in Europe, which is more than three times less than they were in 1100. They have contributed greatly to our civilisation. Their diversity is part of what makes Europe so great as well.",nothate
Islam doctrine is a bad religion.,hate
"the Quran tells us to love those who love us and to ignore those who would be your enemies. I'm not seeing any hatred, do you?",nothate
"Islam is a religion, and not a disease, therefore, it is not necessary to eradicate it.",nothate
Is it really the case that you think that the Koran is incompatible with our country? Have you ever read it?,nothate
Muslims have no place in civilised Europe.,hate
Muslims follow the constitution. They have always been happy to participate in democratic processes.,nothate
Swarms of Muslims are infesting our government.,hate
"Islam is a cancer spreading all around the world, breeding chaos and instability.",hate
"Islam is a complete and total false religion, it is a repressive ideology that stifles freedom of thought and religion.",hate
"He said this was ""typical muzzie behaviour"", which shows how bigoted he is. ",nothate
"Aren't all perpetrators Muslims? Islam is a plague infecting our planet, it's clear.",hate
"This is not true. Rape is a problem, but it's not perpetrated mainly by Muslims. The main culprits are actually people the victims know well, like relatives, colleagues or friends.",nothate
How can you possibly know that? Is this a comment written by a terrorist? Where are your sources?,nothate
Typical camel fucker behaviour.,hate
"The problem is that the Muslims are still not included in society. Their integration is necessary, but there are still no laws to get there.",nothate
"How is it false? All Muslims do is rape and murder, so Islam must promote them.",hate
I will cut their Muslimthroats.,hate
"The problem is the lack of integration of the Muslim population into society. The integration is necessary, the problem is that there are still no laws to foster a solution.",nothate
"I think that Islam is a good religion, and that there is no reason for people to reject it.",nothate
"In my opinion, Muslims like you deserve to die. ",hate
I think it's wonderful that there are many Muslims living in the UK who are proud British citizens. They surely help by contributing to our society.,nothate
"I might have something in common with them, but for sure I'm not a rapist. They have been raping our children for many years with no counteraction from the police and government.",hate
"Islam however is the religion with the most terrorists: Muslims should be banned from the UK, or interned.",hate
What about what happened in Rotherham and Rochdale? Grooming gangs are a big problem.,hate
Islam is a disease that must be eradicated.,hate
"Have you considered the money they contribute to our economy, their expertise, knowledge, culture and delicious food?",nothate
"Islam is a violent religion! And it can be a burden to society, Muslims are a burden.",hate
Oh my gosh this fucking Muslims are disgusting! Where did they learn to act like this? I really don't like these guys! I hate these disgusting twats!,hate
"Who cares about that, Muslims are not welcome here anyway.",hate
"Modern scholars, such as Sprenger, Noldeke, Weil, Muir, Koelle, Grimme, Margoliouth, give us a more correct and unbiased estimate of Mohammed's life and character, and substantially agree as to his motives, prophetic call, personal qualifications, and sincerity. The various estimates of several recent critics have been ably collected and summarized by Zwemer, in his ""Islam, a Challenge to Faith"" (New York, 1907). According to Sir William Muir, Marcus Dods, and some others, Mohammed was at first sincere, but later, carried away by success, he practised deception wherever it would gain his end. Koelle ""finds the key to the first period of Mohammed's life in Khadija, his first wife"", after whose death he became a prey to his evil passions. Sprenger attributes the alleged revelations to epileptic fits, or to ""a paroxysm of cataleptic insanity"".

https://www.newadvent.org/cathen/10424a.htm",hate
"The Quran does not address the issue of 'violence', you simply say that because of the widespread stereotypes against Muslims, but they're not true.",nothate
Islam is not a religion and its adherents are all bad.,hate
"I will not tolerate posts like ""Muslims are absolutely despicable"" in my timeline. ",nothate
